Date,SalesRep,Region,Product,Color,Units,Revenue
2016-09-20,Jessica,West,Quad,Red,3,105.0
2016-09-20,Julie,West,Quad,Clear,2,71.0
2016-09-20,Julie,West,Bellen,Red,3,71.85
2016-09-20,Jessica,South,Sunshine,Purple,1,22.95
2016-09-20,Nabil,West,Carlota,Purple,1,25.95
2016-09-20,Nicole,West,Doublers,Clear,2,162.9
2016-09-20,Jessica,West,Sunshine,Purple,3,62.85
2016-09-20,Jessica,West,Doublers,Red,1,26.5
2016-09-20,Julie,West,Carlota,Rainbow,2,48.9
2016-09-20,Julie,South,Bellen,Blue,2,61.0
2016-09-20,Julie,South,Bellen,Red,3,71.85
2016-09-20,Nabil,South,Bellen,Clear,2,61.0
2016-09-20,Nabil,West,Quad,Red,3,102.0
2016-09-20,Nicole,East,Sunshine,Purple,1,21.95
2016-09-20,Mike,East,Aspen,Red,4,95.0
2016-09-20,Nabil,South,Carlota,Blue,2,48.9
2016-09-20,Julie,South,Bellen,Red,2,48.9
2016-09-20,Julie,East,Carlota,Blue,2,46.9
2016-09-20,Nicole,East,Aspen,Clear,3,72.0
2016-09-20,Mike,East,Quad,Red,2,67.0
2016-09-20,Nabil,South,Quad,Rainbow,1,36.0
2016-09-20,Adam,East,Aspen,Clear,3,75.0
2016-09-20,Jessica,West,Doublers,Red,1,26.5
2016-09-20,Nicole,East,Quad,Red,1,36.0
2016-09-20,Julie,West,Sunbell,Red,2,53.0
2016-09-20,Nicole,East,Bellen,Blue,3,87.0
2016-09-20,Adam,West,Carlota,Purple,2,48.9
2016-09-20,Julie,West,Quad,Purple,3,105.0
2016-09-20,Mike,East,Carlota,Clear,3,71.85
2016-09-20,Jessica,East,Sunshine,Rainbow,9,182.55
2016-09-20,Jessica,East,Bellen,Rainbow,2,46.9
2016-09-20,Nicole,West,Sunshine,Purple,1,22.95
2016-09-20,Jessica,West,Bellen,Blue,1,25.95
2016-09-20,Jessica,South,Bellen,Red,1,25.95
2016-09-20,Nicole,South,Quad,Red,1,36.0
2016-09-20,Julie,West,Sunbell,Blue,2,53.0
2016-09-20,Mike,South,Carlota,Red,2,48.9
2016-09-20,Adam,West,Aspen,Rainbow,13,262.35
2016-09-20,Julie,West,Sunshine,Red,3,62.85
2016-09-20,Mike,West,Aspen,Red,3,66.0
2016-09-20,Adam,West,Doublers,Rainbow,2,50.0
2016-09-20,Jessica,West,Quad,Blue,1,21.0
2016-09-20,Nabil,West,Sunshine,Red,3,62.85
2016-09-20,Nicole,West,Sunshine,Blue,1,22.95
2016-09-20,Julie,West,Sunshine,Red,2,42.9
2016-09-20,Nabil,West,Doublers,Purple,1,26.5
2016-09-20,Mike,East,Bellen,Clear,2,46.9
2016-09-20,Jessica,East,Doublers,Blue,2,154.9
2016-09-20,Mike,East,Bellen,Red,2,46.9
2016-09-20,Mike,East,Sunshine,Red,1,21.95
2016-09-20,Nabil,West,Quad,Rainbow,1,21.0
2016-09-20,Julie,South,Aspen,Blue,3,63.0
2016-09-20,Mike,West,Aspen,Red,14,322.2
2016-09-20,Julie,West,Aspen,Red,2,51.0
2016-09-20,Nabil,East,Sunbell,Blue,3,82.5
2016-09-20,Julie,West,Carlota,Red,2,48.9
2016-09-21,Mike,South,Sunshine,Blue,16,306.2
2016-09-21,Jessica,East,Sunbell,Purple,3,75.0
2016-09-21,Nicole,South,Sunbell,Blue,2,53.0
2016-09-21,Nicole,South,Quad,Blue,1,36.0
2016-09-21,Nabil,East,Quad,Rainbow,2,39.0
2016-09-21,Nabil,South,Bellen,Clear,12,345.0
2016-09-21,Mike,East,Bellen,Clear,2,48.9
2016-09-21,Jessica,East,Carlota,Rainbow,3,71.85
2016-09-21,Jessica,East,Sunshine,Blue,2,42.9
2016-09-21,Nabil,East,Bellen,Blue,3,90.0
2016-09-21,Mike,South,Aspen,Red,11,253.8
2016-09-21,Nabil,South,Sunshine,Blue,1,22.95
2016-09-21,Mike,East,Sunbell,Red,2,56.0
2016-09-21,Jessica,West,Sunbell,Clear,12,316.56
2016-09-21,Adam,West,Aspen,Purple,3,75.0
2016-09-21,Jessica,West,Sunbell,Rainbow,2,51.0
2016-09-21,Nabil,West,Sunshine,Rainbow,4,82.8
2016-09-21,Mike,East,Aspen,Rainbow,3,72.0
2016-09-21,Adam,West,Doublers,Red,2,50.0
2016-09-21,Adam,West,Sunbell,Rainbow,4,103.0
2016-09-21,Nabil,West,Aspen,Rainbow,2,53.0
2016-09-21,Nicole,West,Quad,Purple,3,105.0
2016-09-21,Julie,West,Quad,Blue,3,102.0
2016-09-21,Nabil,West,Quad,Blue,1,36.0
2016-09-21,Nabil,South,Doublers,Red,2,48.0
2016-09-21,Nicole,West,Sunshine,Red,18,344.1
2016-09-21,Julie,South,Aspen,Rainbow,2,51.0
2016-09-21,Jessica,West,Bellen,Red,1,25.95
2016-09-21,Nicole,West,Sunbell,Blue,2,58.0
2016-09-21,Jessica,East,Sunbell,Blue,2,51.0
2016-09-21,Julie,East,Doublers,Red,3,73.5
2016-09-21,Mike,East,Sunbell,Blue,2,51.0
2016-09-21,Mike,East,Carlota,Blue,14,308.2
2016-09-21,Adam,East,Sunbell,Blue,3,85.5
2016-09-21,Mike,East,Doublers,Rainbow,2,50.0
2016-09-21,Jessica,East,Doublers,Blue,2,162.9
2016-09-21,Adam,East,Quad,Red,3,102.0
2016-09-21,Nabil,West,Aspen,Blue,21,501.75
2016-09-21,Nabil,South,Doublers,Red,3,236.85
2016-09-21,Nabil,South,Doublers,Red,9,205.5
2016-09-21,Nabil,West,Quad,Blue,2,71.0
2016-09-21,Jessica,South,Doublers,Clear,2,50.0
2016-09-21,Nicole,South,Bellen,Rainbow,1,32.0
2016-09-21,Julie,West,Bellen,Blue,3,93.0
2016-09-21,Adam,East,Bellen,Red,2,46.9
2016-09-21,Julie,South,Sunbell,Red,2,51.0
2016-09-21,Nabil,South,Sunshine,Clear,3,62.85
2016-09-21,Mike,West,Sunbell,Red,3,75.0
2016-09-21,Julie,West,Quad,Red,3,57.0
2016-09-21,Nabil,West,Sunbell,Red,3,75.0
2016-09-21,Julie,West,Quad,Clear,2,71.0
2016-09-21,Nabil,West,Quad,Red,3,105.0
2016-09-21,Mike,West,Quad,Clear,2,69.0
2016-09-21,Julie,West,Carlota,Purple,1,25.95
2016-09-21,Mike,West,Sunbell,Blue,2,51.0
2016-09-21,Nabil,West,Bellen,Purple,2,48.9
2016-09-21,Mike,East,Sunbell,Blue,3,72.0
2016-09-21,Nicole,West,Quad,Red,2,41.0
2016-09-21,Nabil,West,Carlota,Red,3,71.85
2016-09-21,Mike,East,Sunbell,Red,3,72.0
2016-09-22,Mike,South,Quad,Red,2,71.0
2016-09-22,Adam,East,Sunbell,Rainbow,1,30.5
2016-09-22,Nabil,South,Quad,Clear,2,69.0
2016-09-22,Jessica,East,Bellen,Clear,4,119.0
2016-09-22,Nicole,South,Sunshine,Blue,2,42.9
2016-09-22,Adam,East,Quad,Rainbow,2,69.0
2016-09-22,Nabil,South,Aspen,Clear,23,549.25
2016-09-22,Julie,East,Aspen,Red,1,22.0
2016-09-22,Nicole,East,Carlota,Rainbow,2,48.9
2016-09-22,Mike,East,Sunshine,Blue,3,62.85
2016-09-22,Mike,East,Quad,Red,2,67.0
2016-09-22,Adam,East,Quad,Purple,3,99.0
2016-09-22,Adam,East,Aspen,Red,3,72.0
2016-09-22,Jessica,East,Sunbell,Blue,1,27.0
2016-09-22,Julie,South,Sunshine,Rainbow,3,62.85
2016-09-22,Nabil,South,Bellen,Red,1,25.95
2016-09-22,Mike,South,Carlota,Rainbow,1,25.95
2016-09-22,Jessica,South,Carlota,Red,3,71.85
2016-09-22,Nabil,South,Doublers,Clear,2,48.0
2016-09-22,Julie,West,Quad,Blue,19,616.7
2016-09-22,Mike,West,Quad,Rainbow,4,139.0
2016-09-22,Julie,East,Doublers,Red,2,154.9
2016-09-22,Mike,West,Bellen,Red,1,32.0
2016-09-22,Adam,East,Quad,Red,2,67.0
2016-09-22,Mike,West,Bellen,Rainbow,21,601.5
2016-09-22,Mike,West,Bellen,Blue,2,48.9
2016-09-22,Nicole,West,Quad,Blue,3,57.0
2016-09-22,Julie,South,Quad,Rainbow,4,135.0
2016-09-22,Julie,West,Sunshine,Clear,3,62.85
2016-09-22,Adam,West,Aspen,Red,1,27.0
2016-09-22,Julie,West,Bellen,Rainbow,2,63.0
2016-09-22,Jessica,West,Bellen,Red,1,25.95
2016-09-22,Julie,East,Carlota,Rainbow,2,46.9
2016-09-22,Adam,West,Sunbell,Clear,4,99.0
2016-09-22,Nicole,West,Bellen,Rainbow,3,93.0
2016-09-22,Jessica,West,Doublers,Clear,1,26.5
2016-09-22,Mike,West,Aspen,Clear,3,66.0
2016-09-22,Mike,East,Bellen,Red,1,25.95
2016-09-22,Julie,West,Carlota,Red,3,71.85
2016-09-22,Mike,East,Doublers,Red,4,93.0
2016-09-22,Jessica,East,Bellen,Blue,2,46.9
2016-09-22,Julie,East,Aspen,Rainbow,1,23.0
2016-09-22,Adam,East,Bellen,Red,3,90.0
2016-09-22,Nicole,East,Sunshine,Clear,2,42.9
2016-09-22,Julie,West,Aspen,Red,3,78.0
2016-09-22,Mike,East,Sunbell,Red,1,27.0
2016-09-22,Mike,East,Bellen,Blue,1,25.95
2016-09-22,Adam,East,Sunshine,Red,2,42.9
2016-09-22,Mike,East,Bellen,Purple,2,48.9
2016-09-22,Julie,West,Doublers,Red,4,97.0
2016-09-22,Mike,East,Carlota,Blue,19,399.15
2016-09-22,Nabil,South,Aspen,Blue,1,23.0
2016-09-22,Mike,South,Sunbell,Rainbow,3,85.5
2016-09-22,Nabil,West,Aspen,Red,2,45.0
2016-09-22,Jessica,West,Carlota,Red,2,48.9
2016-09-22,Nabil,South,Doublers,Rainbow,4,93.0
2016-09-22,Adam,West,Quad,Red,2,41.0
2016-09-22,Nicole,West,Doublers,Clear,2,162.9
2016-09-22,Jessica,West,Carlota,Rainbow,1,25.95
2016-09-22,Nabil,West,Bellen,Purple,1,33.0
2016-09-22,Adam,West,Quad,Blue,5,168.0
2016-09-22,Adam,West,Sunshine,Blue,3,62.85
2016-09-22,Julie,West,Bellen,Red,2,61.0
2016-09-22,Adam,West,Sunbell,Red,2,53.0
2016-09-22,Nabil,West,Carlota,Purple,2,48.9
2016-09-22,Julie,West,Bellen,Rainbow,2,48.9
2016-09-23,Adam,East,Bellen,Rainbow,3,68.85
2016-09-23,Jessica,South,Bellen,Rainbow,3,71.85
2016-09-23,Mike,East,Sunbell,Purple,3,72.0
2016-09-23,Adam,South,Quad,Red,2,41.0
2016-09-23,Jessica,East,Sunshine,Red,1,22.95
2016-09-23,Mike,East,Quad,Rainbow,1,36.0
2016-09-23,Julie,South,Aspen,Rainbow,2,53.0
2016-09-23,Mike,East,Sunshine,Red,2,42.9
2016-09-23,Jessica,South,Sunshine,Clear,3,62.85
2016-09-23,Nabil,South,Quad,Red,4,135.0
2016-09-23,Adam,West,Sunbell,Red,2,51.0
2016-09-23,Adam,West,Aspen,Clear,16,322.2
2016-09-23,Julie,South,Quad,Purple,4,135.0
2016-09-23,Julie,West,Sunshine,Purple,1,22.95
2016-09-23,Julie,West,Sunbell,Red,4,99.0
2016-09-23,Nabil,West,Aspen,Purple,3,66.0
2016-09-23,Julie,South,Aspen,Red,1,27.0
2016-09-23,Julie,West,Bellen,Rainbow,1,25.95
2016-09-23,Julie,West,Sunbell,Red,1,30.5
2016-09-23,Jessica,West,Aspen,Clear,3,75.0
2016-09-23,Adam,East,Aspen,Rainbow,3,72.0
2016-09-23,Nicole,West,Quad,Blue,1,36.0
2016-09-23,Nicole,West,Doublers,Red,2,162.9
2016-09-23,Julie,West,Doublers,Rainbow,1,82.95
2016-09-23,Mike,South,Doublers,Rainbow,2,158.9
2016-09-23,Julie,West,Quad,Rainbow,4,135.0
2016-09-23,Adam,East,Sunbell,Red,2,49.0
2016-09-23,Nicole,West,Carlota,Purple,3,71.85
2016-09-23,Nicole,West,Quad,Clear,1,37.0
2016-09-23,Nicole,West,Quad,Blue,1,37.0
2016-09-23,Jessica,West,Aspen,Purple,2,51.0
2016-09-23,Nicole,East,Bellen,Blue,3,68.85
2016-09-23,Julie,West,Bellen,Red,10,232.5
2016-09-23,Nicole,East,Carlota,Blue,2,46.9
2016-09-23,Julie,East,Aspen,Blue,3,63.0
2016-09-23,Adam,East,Sunshine,Red,3,62.85
2016-09-23,Julie,South,Sunshine,Red,1,22.95
2016-09-23,Adam,West,Bellen,Rainbow,1,33.0
2016-09-23,Nabil,West,Carlota,Rainbow,2,48.9
2016-09-23,Jessica,East,Sunshine,Clear,1,22.95
2016-09-23,Adam,West,Sunshine,Clear,1,22.95
2016-09-23,Mike,East,Doublers,Purple,1,26.5
2016-09-23,Mike,East,Doublers,Rainbow,3,73.5
2016-09-23,Adam,East,Bellen,Rainbow,2,61.0
2016-09-23,Julie,South,Sunbell,Red,2,51.0
2016-09-23,Julie,South,Sunbell,Clear,3,75.0
2016-09-23,Mike,East,Sunbell,Red,2,58.0
2016-09-23,Mike,East,Sunbell,Blue,3,85.5
2016-09-23,Nicole,West,Sunshine,Clear,1,22.95
2016-09-23,Mike,South,Sunshine,Rainbow,1,22.95
2016-09-23,Nabil,West,Sunbell,Rainbow,3,78.0
2016-09-23,Mike,South,Carlota,Clear,3,71.85
2016-09-23,Nicole,South,Carlota,Rainbow,1,25.95
2016-09-23,Nabil,South,Sunbell,Clear,1,27.0
2016-09-23,Nabil,South,Carlota,Red,19,417.2
2016-09-23,Julie,West,Aspen,Clear,1,28.0
2016-09-23,Jessica,South,Sunshine,Clear,3,62.85
2016-09-23,Julie,South,Bellen,Purple,4,119.0
2016-09-23,Mike,South,Quad,Clear,2,69.0
2016-09-23,Jessica,West,Bellen,Red,3,71.85
2016-09-23,Adam,East,Sunbell,Red,1,26.0
2016-09-23,Julie,West,Sunbell,Clear,2,53.0
2016-09-23,Nabil,West,Bellen,Purple,1,25.95
2016-09-23,Nabil,South,Bellen,Blue,3,71.85
2016-09-23,Nicole,West,Carlota,Clear,1,25.95
2016-09-23,Adam,East,Quad,Purple,2,67.0
2016-09-23,Nicole,West,Quad,Blue,3,105.0
2016-09-23,Mike,East,Carlota,Purple,24,503.4
2016-09-23,Nabil,West,Bellen,Purple,2,63.0
2016-09-23,Adam,East,Doublers,Blue,2,154.9
2016-09-23,Julie,West,Quad,Rainbow,2,69.0
2016-09-23,Julie,West,Carlota,Rainbow,2,48.9
2016-09-23,Mike,East,Carlota,Red,21,440.85
2016-09-23,Jessica,West,Quad,Blue,1,37.0
2016-09-23,Mike,East,Aspen,Purple,2,41.0
2016-09-23,Nicole,East,Sunbell,Clear,3,82.5
2016-09-23,Nabil,West,Sunbell,Red,3,78.0
2016-09-24,Nicole,East,Doublers,Red,2,162.9
2016-09-24,Julie,East,Doublers,Clear,2,162.9
2016-09-24,Julie,East,Doublers,Blue,3,73.5
2016-09-24,Nicole,South,Sunshine,Clear,3,62.85
2016-09-24,Julie,East,Bellen,Rainbow,3,71.85
2016-09-24,Nabil,South,Doublers,Clear,13,293.29
2016-09-24,Julie,South,Doublers,Clear,3,70.5
2016-09-24,Nabil,South,Sunshine,Purple,3,62.85
2016-09-24,Julie,South,Sunbell,Red,2,58.0
2016-09-24,Mike,South,Quad,Blue,24,755.4
2016-09-24,Nabil,South,Bellen,Rainbow,3,90.0
2016-09-24,Mike,South,Sunbell,Red,2,51.0
2016-09-24,Mike,South,Bellen,Rainbow,1,32.0
2016-09-24,Julie,West,Carlota,Red,1,25.95
2016-09-24,Jessica,West,Bellen,Rainbow,2,48.9
2016-09-24,Julie,West,Bellen,Purple,2,48.9
2016-09-24,Jessica,West,Bellen,Rainbow,1,25.95
2016-09-24,Adam,West,Doublers,Red,3,73.5
2016-09-24,Jessica,West,Carlota,Rainbow,2,48.9
2016-09-24,Julie,South,Bellen,Blue,3,71.85
2016-09-24,Jessica,West,Bellen,Blue,1,25.95
2016-09-24,Mike,West,Bellen,Red,1,25.95
2016-09-24,Julie,East,Sunshine,Red,2,40.9
2016-09-24,Adam,West,Quad,Red,3,102.0
2016-09-24,Mike,West,Sunbell,Red,1,27.0
2016-09-24,Julie,West,Sunbell,Rainbow,2,58.0
2016-09-24,Nicole,West,Aspen,Purple,1,24.0
2016-09-24,Mike,West,Quad,Red,4,135.0
2016-09-24,Adam,South,Bellen,Clear,3,71.85
2016-09-24,Julie,West,Carlota,Blue,4,94.8
2016-09-24,Adam,East,Sunbell,Red,1,29.5
2016-09-24,Mike,East,Bellen,Red,1,32.0
2016-09-24,Nabil,East,Sunshine,Clear,2,40.9
2016-09-24,Adam,East,Aspen,Clear,11,201.55
2016-09-24,Adam,West,Sunbell,Rainbow,1,28.0
2016-09-24,Mike,East,Sunshine,Red,2,42.9
2016-09-24,Nicole,East,Aspen,Red,3,63.0
2016-09-24,Nabil,West,Aspen,Clear,3,66.0
2016-09-24,Adam,East,Doublers,Rainbow,3,70.5
2016-09-24,Jessica,West,Doublers,Blue,1,26.5
2016-09-24,Mike,South,Sunbell,Red,11,290.43
2016-09-24,Jessica,East,Sunshine,Blue,3,59.85
2016-09-24,Nabil,West,Bellen,Clear,1,25.95
2016-09-24,Julie,South,Bellen,Blue,3,71.85
2016-09-24,Julie,West,Carlota,Clear,3,71.85
2016-09-24,Nicole,West,Bellen,Purple,1,25.95
2016-09-24,Nabil,South,Aspen,Red,3,75.0
2016-09-24,Julie,West,Sunshine,Red,3,62.85
2016-09-24,Nabil,West,Doublers,Clear,3,73.5
2016-09-24,Mike,West,Aspen,Blue,2,43.0
2016-09-24,Mike,East,Sunbell,Rainbow,1,26.0
2016-09-24,Nabil,West,Bellen,Purple,2,48.9
2016-09-24,Nicole,West,Sunbell,Red,11,264.25
2016-09-24,Julie,West,Bellen,Red,3,71.85
2016-09-24,Adam,West,Carlota,Red,3,71.85
2016-09-24,Julie,East,Quad,Blue,3,99.0
2016-09-24,Nabil,West,Aspen,Red,4,87.0
2016-09-24,Mike,West,Sunshine,Clear,1,22.95
2016-09-24,Nabil,West,Aspen,Rainbow,3,66.0
2016-09-25,Nabil,South,Sunshine,Blue,1,22.95
2016-09-25,Julie,East,Bellen,Rainbow,3,90.0
2016-09-25,Adam,East,Aspen,Rainbow,2,41.0
2016-09-25,Nabil,East,Aspen,Clear,4,99.0
2016-09-25,Nicole,South,Quad,Red,2,71.0
2016-09-25,Mike,South,Quad,Clear,3,102.0
2016-09-25,Adam,East,Bellen,Blue,9,200.55
2016-09-25,Mike,South,Sunbell,Clear,2,51.0
2016-09-25,Mike,East,Carlota,Clear,3,68.85
2016-09-25,Julie,West,Bellen,Blue,3,71.85
2016-09-25,Nabil,South,Quad,Rainbow,3,102.0
2016-09-25,Julie,West,Sunshine,Clear,1,22.95
2016-09-25,Jessica,West,Doublers,Purple,3,73.5
2016-09-25,Julie,South,Quad,Rainbow,3,102.0
2016-09-25,Nicole,West,Bellen,Red,3,71.85
2016-09-25,Julie,West,Sunbell,Red,1,27.0
2016-09-25,Julie,West,Doublers,Clear,3,73.5
2016-09-25,Mike,West,Aspen,Blue,5,123.0
2016-09-25,Mike,South,Bellen,Purple,2,48.9
2016-09-25,Adam,West,Quad,Red,2,71.0
2016-09-25,Nabil,West,Doublers,Red,1,82.95
2016-09-25,Nicole,West,Doublers,Red,1,26.5
2016-09-25,Nabil,West,Sunbell,Blue,7,171.0
2016-09-25,Julie,West,Sunbell,Blue,24,630.12
2016-09-25,Nabil,West,Sunbell,Clear,7,195.5
2016-09-25,Mike,East,Quad,Purple,1,36.0
2016-09-25,Julie,South,Doublers,Red,4,93.0
2016-09-25,Mike,East,Aspen,Clear,1,27.0
2016-09-25,Mike,South,Sunshine,Rainbow,2,42.9
2016-09-25,Mike,East,Bellen,Purple,6,134.7
2016-09-25,Jessica,West,Carlota,Blue,2,48.9
2016-09-25,Julie,South,Bellen,Clear,1,25.95
2016-09-25,Mike,East,Bellen,Rainbow,3,71.85
2016-09-25,Nicole,East,Quad,Rainbow,2,69.0
2016-09-25,Adam,East,Bellen,Clear,2,61.0
2016-09-25,Mike,West,Sunbell,Rainbow,1,27.0
2016-09-25,Nicole,South,Sunbell,Rainbow,2,51.0
2016-09-25,Julie,South,Sunbell,Rainbow,2,51.0
2016-09-25,Julie,West,Aspen,Clear,3,78.0
2016-09-25,Adam,East,Bellen,Rainbow,2,59.0
2016-09-25,Jessica,West,Carlota,Clear,1,25.95
2016-09-25,Mike,East,Sunshine,Clear,2,40.9
2016-09-25,Nabil,West,Carlota,Blue,2,48.9
2016-09-25,Nicole,West,Quad,Red,16,519.8
2016-09-25,Julie,South,Sunshine,Blue,3,62.85
2016-09-25,Nabil,West,Aspen,Blue,4,87.0
2016-09-25,Mike,West,Sunshine,Red,1,22.95
2016-09-25,Julie,West,Sunshine,Clear,3,62.85
2016-09-25,Mike,South,Aspen,Clear,3,75.0
2016-09-25,Julie,West,Sunbell,Blue,8,223.0
2016-09-25,Julie,East,Carlota,Blue,2,46.9
2016-09-25,Mike,West,Carlota,Red,1,25.95
2016-09-25,Nabil,East,Sunshine,Red,2,40.9
2016-09-25,Julie,West,Bellen,Blue,1,25.95
2016-09-25,Nicole,South,Bellen,Red,2,48.9
2016-09-26,Adam,East,Sunbell,Red,3,72.0
2016-09-26,Adam,South,Quad,Blue,1,37.0
2016-09-26,Nabil,South,Aspen,Blue,2,45.0
2016-09-26,Nicole,East,Bellen,Blue,1,25.95
2016-09-26,Julie,East,Quad,Red,1,35.0
2016-09-26,Mike,South,Doublers,Rainbow,1,25.5
2016-09-26,Nabil,East,Carlota,Rainbow,3,68.85
2016-09-26,Mike,South,Doublers,Red,4,322.8
2016-09-26,Mike,West,Sunshine,Blue,2,42.9
2016-09-26,Jessica,West,Carlota,Red,4,94.8
2016-09-26,Nicole,West,Sunbell,Clear,3,78.0
2016-09-26,Mike,South,Sunbell,Clear,1,27.0
2016-09-26,Mike,South,Bellen,Rainbow,1,25.95
2016-09-26,Jessica,West,Carlota,Clear,2,48.9
2016-09-26,Nabil,West,Quad,Rainbow,2,71.0
2016-09-26,Jessica,West,Carlota,Rainbow,1,25.95
2016-09-26,Mike,West,Doublers,Clear,3,73.5
2016-09-26,Adam,West,Quad,Purple,3,102.0
2016-09-26,Adam,West,Sunshine,Clear,2,42.9
2016-09-26,Adam,West,Bellen,Red,2,61.0
2016-09-26,Adam,South,Quad,Rainbow,2,69.0
2016-09-26,Mike,East,Carlota,Clear,19,399.15
2016-09-26,Jessica,East,Bellen,Rainbow,3,90.0
2016-09-26,Jessica,East,Bellen,Blue,3,71.85
2016-09-26,Jessica,East,Aspen,Blue,2,43.0
2016-09-26,Mike,East,Quad,Clear,3,102.0
2016-09-26,Mike,East,Carlota,Purple,1,25.95
2016-09-26,Julie,East,Sunshine,Clear,4,82.8
2016-09-26,Mike,East,Carlota,Red,3,71.85
2016-09-26,Jessica,South,Sunbell,Clear,3,75.0
2016-09-26,Adam,East,Sunshine,Red,2,42.9
2016-09-26,Nabil,South,Sunshine,Clear,17,325.15
2016-09-26,Adam,West,Carlota,Rainbow,1,25.95
2016-09-26,Nicole,West,Quad,Rainbow,1,37.0
2016-09-26,Nabil,South,Carlota,Rainbow,3,71.85
2016-09-26,Adam,West,Sunshine,Rainbow,3,62.85
2016-09-26,Nicole,South,Doublers,Blue,2,50.0
2016-09-26,Nicole,South,Carlota,Rainbow,2,48.9
2016-09-26,Jessica,West,Carlota,Clear,3,71.85
2016-09-26,Jessica,East,Carlota,Blue,3,68.85
2016-09-26,Julie,West,Bellen,Red,3,93.0
2016-09-26,Mike,East,Carlota,Blue,2,46.9
2016-09-26,Adam,West,Doublers,Blue,2,50.0
2016-09-26,Julie,South,Carlota,Red,2,48.9
2016-09-26,Nabil,South,Sunbell,Rainbow,2,51.0
2016-09-26,Mike,West,Carlota,Red,4,94.8
2016-09-26,Mike,East,Bellen,Blue,1,24.95
2016-09-26,Julie,West,Bellen,Blue,1,33.0
2016-09-26,Jessica,West,Bellen,Clear,2,48.9
2016-09-26,Nicole,West,Carlota,Blue,3,71.85
2016-09-26,Jessica,West,Aspen,Clear,2,51.0
2016-09-26,Julie,West,Doublers,Rainbow,3,73.5
2016-09-26,Nabil,West,Sunbell,Purple,3,78.0
2016-09-26,Julie,West,Bellen,Blue,1,33.0
2016-09-26,Nabil,West,Quad,Purple,2,69.0
2016-09-26,Adam,West,Aspen,Red,3,66.0
2016-09-26,Jessica,West,Carlota,Red,2,48.9
2016-09-26,Julie,West,Bellen,Rainbow,1,25.95
2016-09-26,Nabil,West,Quad,Clear,4,135.0
2016-09-26,Nabil,South,Bellen,Clear,1,25.95
2016-09-26,Adam,East,Bellen,Purple,2,46.9
2016-09-27,Nicole,South,Bellen,Rainbow,3,93.0
2016-09-27,Adam,East,Quad,Red,2,69.0
2016-09-27,Adam,East,Sunshine,Rainbow,3,59.85
2016-09-27,Jessica,East,Quad,Blue,3,102.0
2016-09-27,Nicole,South,Quad,Blue,2,71.0
2016-09-27,Nicole,East,Aspen,Clear,3,72.0
2016-09-27,Nabil,South,Sunbell,Rainbow,1,30.5
2016-09-27,Mike,South,Carlota,Purple,3,71.85
2016-09-27,Julie,West,Quad,Rainbow,1,36.0
2016-09-27,Jessica,West,Carlota,Clear,2,48.9
2016-09-27,Mike,West,Doublers,Clear,2,50.0
2016-09-27,Nabil,West,Carlota,Red,3,71.85
2016-09-27,Nicole,West,Sunshine,Red,2,42.9
2016-09-27,Nabil,West,Bellen,Blue,3,71.85
2016-09-27,Mike,East,Quad,Purple,2,67.0
2016-09-27,Julie,West,Carlota,Rainbow,2,48.9
2016-09-27,Mike,East,Sunshine,Blue,3,59.85
2016-09-27,Mike,West,Doublers,Blue,1,82.95
2016-09-27,Julie,West,Quad,Red,2,69.0
2016-09-27,Nabil,West,Doublers,Red,3,73.5
2016-09-27,Adam,West,Carlota,Rainbow,14,308.2
2016-09-27,Adam,West,Carlota,Red,1,25.95
2016-09-27,Adam,East,Bellen,Rainbow,2,59.0
2016-09-27,Jessica,East,Sunbell,Blue,2,58.0
2016-09-27,Nicole,West,Doublers,Blue,3,73.5
2016-09-27,Jessica,South,Bellen,Rainbow,3,71.85
2016-09-27,Mike,East,Bellen,Blue,2,48.9
2016-09-27,Julie,East,Aspen,Red,2,49.0
2016-09-27,Julie,East,Sunshine,Clear,6,122.7
2016-09-27,Adam,East,Carlota,Blue,3,71.85
2016-09-27,Nabil,West,Bellen,Rainbow,2,63.0
2016-09-27,Nicole,West,Aspen,Rainbow,1,24.0
2016-09-27,Nicole,West,Quad,Red,1,22.0
2016-09-27,Adam,East,Quad,Clear,1,35.0
2016-09-27,Julie,East,Aspen,Clear,1,26.0
2016-09-27,Julie,East,Bellen,Purple,3,71.85
2016-09-27,Adam,East,Quad,Blue,3,57.0
2016-09-27,Adam,South,Quad,Red,1,36.0
2016-09-27,Mike,South,Doublers,Blue,3,242.85
2016-09-27,Julie,West,Carlota,Rainbow,2,48.9
2016-09-27,Jessica,West,Doublers,Blue,25,1901.75
2016-09-27,Adam,West,Aspen,Clear,2,45.0
2016-09-27,Mike,South,Bellen,Blue,3,71.85
2016-09-27,Mike,West,Bellen,Blue,2,61.0
2016-09-27,Jessica,East,Doublers,Red,3,230.85
2016-09-27,Mike,East,Aspen,Blue,3,60.0
2016-09-27,Jessica,West,Aspen,Rainbow,2,53.0
2016-09-27,Mike,West,Sunshine,Red,2,42.9
2016-09-27,Julie,West,Sunshine,Rainbow,3,62.85
2016-09-27,Mike,South,Carlota,Red,1,25.95
2016-09-27,Julie,West,Sunbell,Blue,1,27.0
2016-09-27,Adam,East,Sunshine,Red,3,59.85
2016-09-27,Nabil,South,Bellen,Red,2,61.0
